f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,label
-1.9049927,-0.9220683,-2.1038697,1.3275356,-0.228766,1.1958838,0.98646796,-1.1417708,-0.5380981,-0.93195206,-1.2058078,0.43268025,-2.7980235,0.059380215,0.38890532,-3.6611712,3.324558,-1.9718542,3.4800987,-3.1713998,-1.5794773,0.5708813,1.719837,-0.3106102,1.973441,-3.0837722,0.2110188,-1.072238,0.11228565,-1.3409128,2
-2.5053852,-0.92909306,-2.5124774,1.3729571,-0.56092423,0.20344527,1.6228937,-0.55118287,0.15187943,-1.1802632,-4.2009263,-1.7603835,-2.0972416,2.769743,-3.438015,-1.614893,0.34483635,-0.80562115,1.6999179,5.405458,0.63328207,-2.1708462,-0.255562,4.0574484,-2.370565,3.9737928,-1.597501,2.0945888,0.44990984,0.79737896,2
-2.7427692,-0.939872,-2.5344126,1.058464,-0.7196967,-0.97775006,0.91543305,2.9682214,-0.8207218,0.027944343,-4.5212345,-2.7388368,0.28717497,2.0368736,-1.4185401,-2.6623368,-0.48391983,-1.3303614,-0.789625,2.8579838,-1.1773478,-2.5511394,-0.94245875,4.464783,-0.29029664,0.90472364,0.81707954,-1.4008491,0.29204947,-1.0820664,2
-2.7458212,-0.9296689,-2.441195,0.68622255,-0.24363138,-0.0770239,-0.09881688,2.9990165,-0.55639213,0.5940662,-3.0620556,-1.8412173,0.68289673,1.0643653,0.6528749,-2.9254014,-0.5286239,-1.5728712,-0.49914852,2.0259123,-1.5446081,-0.33018032,-2.1766915,2.8580306,0.10427781,0.99624807,2.2659752,-2.9275427,-1.026161,-1.1950941,2
-2.2928102,-0.41798365,-2.0989563,1.2928189,-0.11319361,-0.4297882,1.5869524,2.9635987,-1.8096179,0.4951673,-1.314185,0.16944896,-0.9653167,0.100030564,1.6412312,-3.2001123,-0.1837032,0.018266559,-3.342094,-5.319983,1.9483265,-0.52696764,-0.73443234,-0.8230333,-2.0305274,0.3718068,-1.1101098,2.0865915,-0.38095927,1.4161853,2
-1.2497168,0.106998034,-0.9895786,0.5462387,-0.09725833,-0.08171979,-0.6612932,-1.3353885,-0.83101416,0.05171083,-0.93487203,-4.158727,-0.1374573,-1.5852063,-1.3401494,0.30228388,1.9281528,0.5356999,-0.22093467,1.7122962,1.6131097,-0.35067466,-1.4857378,-0.7250449,-1.5218331,0.68014205,-0.49434593,1.3519157,-0.28629658,0.10861538,2
-0.49959472,-0.4888886,-0.5827097,0.716073,0.22549792,-0.38946792,-0.41042346,-0.8414444,-0.24368201,0.4263334,-0.70075226,-0.56917447,0.8433161,0.9582327,0.30014902,0.40541026,1.6647142,-0.35325205,-0.2953859,0.08802932,0.35341135,-0.107302554,-0.8625201,0.049895097,0.0835627,-0.03430059,0.31522572,0.15574996,-0.07817713,0.4028052,2
-1.549931,-0.6501361,-1.914846,1.5607623,0.10802394,1.0285972,1.8638068,0.17986333,-1.0279685,0.42227077,2.5815158,1.8942033,-1.3926383,-3.6124053,0.30847794,-1.353026,0.9674292,0.60839176,-2.356305,-2.8081963,-1.1029164,-0.7508988,-0.6817398,1.766833,0.88780034,-1.4471489,0.117145464,-0.5705114,-0.026271334,0.12884101,2
-2.2589898,-0.6785631,-2.321939,1.2874385,-0.5066905,0.270348,1.2441893,0.5239618,-0.7149378,-0.8458666,-2.9696794,-3.9276712,-1.4543183,-0.42112815,-2.3050938,-3.3267574,1.573021,-0.9343715,2.1657343,-1.4739574,3.9101365,-0.8112256,1.7761369,-2.2492914,-2.0085752,-1.8715857,-2.4359,2.985426,0.34411773,0.49144396,2
-2.188648,-0.56904805,-2.235107,1.2142615,-0.29714346,0.2703596,1.7956313,0.576191,-0.9234352,-0.89965487,-1.9680755,-3.646617,-1.1772971,-0.9695215,-1.6219155,-2.9366896,0.095683426,-0.013685704,-0.9035394,-4.650704,6.420095,-0.24208762,0.6115783,-2.904991,-3.477003,-1.8625379,-2.9046285,2.6061893,0.7670156,1.2825682,2
-0.6780581,0.7501091,-0.3466519,0.31655893,-0.11602605,0.47656843,-1.5592769,1.8589681,-0.7885261,-1.0783945,0.021326574,-1.5398895,1.501528,-0.40073267,1.1021967,-0.53760624,0.3861836,-1.9634305,-0.48450756,0.4515156,1.0332929,-1.419471,0.79485697,0.23341519,1.654222,-2.5335326,0.6138275,-0.8739922,0.030123623,0.45373496,14
-0.58932495,1.3992498,0.06501036,0.6522783,0.09849786,-0.24252582,-0.93923956,0.81277215,-1.8195858,0.60864615,-0.4729841,0.81066793,-1.7414414,1.4686111,-1.0578927,0.7720338,1.0321673,2.2467325,0.5717715,-0.48710495,0.43677375,-0.38232285,0.1502747,0.23796093,0.11592192,0.15474844,-0.21692747,0.8293072,-0.0028988903,-0.7521793,14
-0.69413763,1.4242555,0.163898,0.9861541,0.06381735,0.004698449,-0.41209978,0.13044123,-1.415324,0.28044397,-0.685125,0.63934386,-1.3345789,1.1583669,-1.9905186,0.7325285,0.46279582,1.9430059,0.3814134,-0.19112463,1.2936513,-1.002631,0.8479604,0.35680047,1.3896104,-0.772058,0.91981816,0.14180942,-0.14979756,0.5730176,14
-0.5454017,1.4705776,0.2358622,0.947048,0.14411086,0.053436078,-0.70787424,0.090749025,-1.3716505,0.15005411,-0.62501085,0.4593395,-1.0034866,1.582289,-1.7890894,0.938937,0.4987984,1.9361311,0.52577555,0.05763397,1.5111272,-0.61007816,0.7665102,0.5309571,1.5841901,-0.55905294,0.77369046,0.0019174152,-0.27626488,0.80900973,14
-0.40166065,1.673336,0.38725784,1.1291517,0.04221825,-0.3455871,-0.073820874,0.50997823,-0.10466595,0.69495416,-0.35642394,0.64792246,-1.3909808,1.4478585,-2.1356037,0.7220204,0.29809183,2.1097808,-0.13664821,-0.043447196,1.0323004,-1.5200398,1.0753849,0.6877432,1.6243694,-0.9453748,0.70923764,0.5425284,0.21155126,1.262967,14
-0.27452624,1.7207623,0.50167996,0.3198828,-0.16011652,0.07408176,-0.29200652,-0.37130108,-1.7266752,0.8982198,-0.122706525,0.32878435,-1.2622749,1.8201464,-2.1788228,0.11461589,0.1602941,1.6690606,0.0667876,-0.20815523,0.95596725,-2.154103,2.0911973,0.5276748,-0.20515406,-0.5014626,-3.3414156,-2.7987785,-2.2877378,-0.43786514,14
-0.30740207,1.3938735,0.3654799,0.03759708,-0.73855263,0.3373414,-0.72451806,0.55862796,-0.59892803,1.8079454,0.9306177,0.18705784,-1.0001897,0.99398965,0.058600884,-1.0964895,1.495608,2.86622,0.92240614,1.3594334,-0.4203039,2.5208573,-0.86616236,0.49459776,0.11481078,-1.5079217,-0.9166058,0.06825756,0.59818184,-0.4708096,14
-0.6647023,1.134565,-0.37208685,0.39032334,0.34426272,-0.2961471,-1.0480447,1.9062172,-0.52914226,1.4533424,-0.60310423,0.41823375,-1.2126307,2.575049,-0.5690132,0.32822585,0.40193838,1.8565339,0.10958331,-1.814082,-0.35261312,-0.35644755,0.02925886,0.030332608,-0.04705566,1.574739,0.4375294,0.4033588,-0.48573852,-0.11588714,14
-0.70220655,1.5763505,0.24435878,0.8554184,-0.14667211,-0.2822836,-0.018986166,-0.31837043,-0.33704355,0.3920292,0.648243,-0.24132465,-0.9797168,-0.933613,-0.3721598,0.225121,0.4416293,-2.4670212,1.2216368,0.2580759,0.024339313,0.9792364,-0.85551125,0.98307186,1.4105432,-0.5340896,-0.4878505,1.800419,-0.31798288,0.7109867,14
-1.2647899,1.4965433,-0.10600346,1.1637173,-0.19565873,-1.0441729,1.9712158,-0.2731298,0.9806192,-1.0414715,-0.5576041,0.14703162,0.9493452,0.04447987,0.77559924,-0.2159664,-0.35204062,-0.507023,0.18945476,0.21327002,-0.12667195,1.5544115,-1.3402123,0.024781337,-0.087937735,-0.68580747,0.12871818,1.0403091,-0.33084795,-2.2038553,14
-1.0835551,1.5915036,0.09929772,0.89048505,-0.14930296,-0.6971588,0.96116817,-0.86156744,-0.6140553,-1.1739627,-0.16139631,0.19034167,0.6491732,-0.43751493,0.87313956,-0.053319495,0.2781942,-1.0694486,1.000641,0.26950786,0.3778026,1.5830954,-0.49937606,-0.077930726,0.917757,1.9157584,1.3316448,0.46719006,-0.37875944,-3.2132754,14
-1.2101264,1.5779124,0.054808617,0.8878019,-0.18183035,-1.339814,1.9192507,-0.40031126,0.95957464,-1.227304,-0.27720696,0.25981903,0.4904733,-0.34335685,1.1926403,-0.124835916,0.44746637,-0.07573181,0.89143544,0.3341497,0.40014556,0.97383237,-0.8215528,0.77466595,0.25148454,-0.42551914,-0.037760314,1.772303,-0.13269453,-0.185029,14
-1.4528463,1.3725699,-0.040647414,1.0990767,-0.6901946,-0.7273975,1.4316235,0.6248885,1.4943346,-2.739642,-0.29305854,0.28693256,0.5477762,-0.52546835,1.7251422,-0.2583933,1.453197,1.423177,-0.20423734,1.474547,0.4684333,-0.8902775,-0.20323315,-0.6428737,-0.32504112,-0.6657536,-0.026728364,0.51588774,-0.4048441,0.7028211,14
-1.5471375,1.2879685,-0.3156803,0.9050057,-0.5677884,-0.6418633,1.1803648,0.5770044,1.2614222,-2.86533,-0.31491566,0.29967433,0.95883054,-0.11435312,1.3848073,0.20909956,1.5706114,1.5250669,-0.29344937,1.3292373,0.5080288,-0.6499181,0.09507946,-0.47757703,0.094852075,-0.34052935,0.3274671,0.5438591,-0.5905484,0.7113902,14
-1.484504,1.3580229,-0.32639918,0.7561535,-0.47305322,-0.76943445,1.6356748,0.23285978,0.44491994,-3.3804648,-1.1653535,0.36808783,1.0706047,0.47589847,0.99213743,-0.026009537,0.70387673,1.4454739,-1.2710354,0.34409362,0.1541487,-0.4820262,-0.089655444,-0.7742774,-0.27104455,-0.6455359,-0.023482105,-0.72301066,-0.07563656,0.5956197,14
-0.98159415,1.608712,-0.21376061,0.6392821,-0.02039565,-1.0413762,1.243259,-0.23242779,0.95651656,-1.341714,-0.09779013,0.15677817,1.5540247,0.24600773,1.3679502,0.2532153,0.527636,2.139365,0.4048613,-0.56926304,0.61512053,-0.0077188783,0.06654162,0.8104233,-0.2987617,-0.39924464,-0.6578692,0.7120586,0.7523666,-2.2867095,14
-0.87141776,1.7286162,-0.045834772,0.41607878,0.044187617,-1.2353704,1.7105976,-0.8309672,-0.39319283,-1.9382727,-0.8692207,0.35126758,1.3632175,0.6060261,0.66143346,0.38982472,-0.5873191,-0.25997305,-0.06485795,-1.4106272,0.28718224,1.2066534,-1.0384549,0.30682093,-0.25653592,-0.27574006,-0.5176852,1.138981,0.33841795,-2.6061232,14
-1.1643951,1.4820385,-0.32549518,0.7280552,-0.12011335,-1.052161,1.6242083,-0.23684265,0.8135765,-1.5473014,-0.8645016,0.29760793,1.6002696,0.5376242,0.9530446,0.059871048,-0.0049607595,2.2990642,-0.13723293,-1.0174578,0.21744435,-0.46679077,0.11199712,0.39536595,-0.28390312,-0.58463204,-0.63308406,0.30092603,0.15199158,-1.6290013,14
-1.2603768,1.3646188,-0.39880657,0.40615058,-0.282916,-0.3944942,0.8401228,0.69195914,1.5801303,-2.323638,0.042623285,0.14962211,1.3280926,0.41446242,0.63772994,0.5857111,1.0331234,0.8625714,-0.7576455,-0.52457595,0.26132575,-0.40897825,0.4703302,-0.922196,0.55342543,1.5186788,0.9705669,-1.398122,-0.12725069,-2.1407428,14
-1.2106954,1.445867,-0.28513268,0.82904476,-0.14203008,-1.0471977,1.5411857,-0.12988758,1.0495318,-1.3113576,-0.46227032,0.23743689,1.107406,0.070806555,1.3371724,-0.0640588,0.47069907,2.1539972,0.42755136,-0.46538776,0.39442247,-0.34330165,-0.101612106,0.5395948,-0.008147005,-0.24291633,-0.5714407,-0.25685224,0.1437723,-1.7803504,14
-1.3955417,1.33307,-0.47451055,0.8711435,-0.4864641,-0.6299889,1.3968153,0.5573861,1.3182538,-2.785111,-0.78298545,0.25896943,1.3022386,0.7417027,0.8732521,0.4278187,0.66431487,1.3405083,-1.4540364,-0.29305148,0.28826058,-0.6867113,-0.2742004,-0.39985007,-0.43137008,-0.6004256,-0.44604006,-0.07938038,0.256588,-2.5785136,14
-1.5822903,1.2595719,-0.4860598,0.8020345,-0.49375206,-0.6623711,1.4529434,0.71239585,1.1418663,-2.4025102,-0.47208843,0.19494641,0.51618654,0.12816988,0.8081031,0.3166929,1.2094945,0.6646022,-0.3039167,0.49201918,0.022390014,-0.61840516,0.9653946,-1.7991195,1.1345133,1.6670622,1.4098483,-1.6080092,-0.29042372,1.5382745,14
-1.7135761,1.0129553,-0.7408831,1.3087708,-1.0396755,-0.49645087,0.25821152,0.58135086,1.769215,-2.0299835,-0.81512177,0.48464838,-0.16256012,-0.74391377,0.12614428,0.052590746,-0.97184175,0.9202026,-0.32436243,0.27127138,-0.20044641,-0.3018796,0.81204104,-0.9377124,0.6079074,-0.012650796,0.5218679,-0.685604,-0.34837505,3.661265,14
-1.5476902,1.1442652,-0.6197723,1.1165701,-0.52286583,-0.40156192,1.3209386,0.6687433,1.400973,-2.8047326,-0.85325265,0.106524535,1.3753605,0.56910384,0.97862387,0.089487486,0.7554058,1.3209544,-1.2459545,0.19555889,0.30793163,-0.49442953,-0.4107178,-0.58153325,-0.51999533,-0.045495845,0.08266584,-0.6416801,-0.07302099,-1.5866112,14
0.059787862,-0.80682856,-0.9145761,0.17984025,-0.32588533,-0.926192,0.04669883,-0.3516888,1.7905517,1.684884,0.3441834,-0.3663277,1.1428511,1.1157566,-0.13824353,0.7904621,-1.0901057,0.35131797,0.09226447,0.73083234,-1.2719748,0.9740917,1.0857905,-3.4773057,0.099638574,-0.52246004,2.2591128,0.12462279,3.2191126,1.1887271,10
-0.42286777,-0.85410404,-1.4445093,-0.13733944,0.72993505,-0.20155767,1.3183495,1.3158039,1.7963011,0.7040485,0.44506925,-0.4491697,0.69109976,1.7799698,-1.1960665,0.5874233,-0.3915808,-0.49050617,1.398411,-0.21662682,-1.7734019,-0.33726633,1.3292902,-1.4219272,0.16885906,-0.41799408,-0.07052378,-0.3469785,-0.13089886,0.33074754,10
-0.43104717,-0.858615,-1.4275991,-0.2817807,0.8825735,-0.12746543,1.0557526,0.6670437,-0.1877552,-0.51404095,-0.42117327,-0.4448656,1.048265,2.2155406,-1.028822,0.45361626,-0.6660051,-0.2911166,1.2659491,-0.49840745,-1.8737462,-0.16257057,1.2590688,-1.5064919,0.2704412,-0.12445205,0.1349382,-0.07314591,-0.26022363,-0.7062366,10
0.24597687,-0.84603024,-0.5309805,-0.65398765,-0.5121386,-0.5795467,0.10478936,-1.0680965,-0.3733367,1.1623683,-0.30102086,-0.227681,1.0640607,1.4201298,-0.24203262,-0.16592105,-1.3417218,0.6942005,-0.6481304,1.115428,-1.5796303,0.978275,1.2838748,-3.388407,0.3490034,-1.2323486,-0.48833525,1.1181357,-0.07975146,-1.3147331,10
0.47090226,-0.8137141,-0.2550336,-0.62867844,-0.81793773,-0.26246506,0.21582657,-1.1128906,-0.17969437,1.2809045,-1.3542707,0.112399094,0.8637397,0.46725693,-0.0052776667,-0.35957676,-0.6648931,0.9177737,-0.15166678,-0.7550562,-0.21179329,-0.87162983,-2.174965,-0.5651266,0.46682757,0.3871489,0.48394978,-0.30015022,-0.18807836,-0.25689042,10
0.21896274,-0.8445283,-0.7141728,-0.54514766,0.030435637,-0.8756595,0.010182722,-1.0063406,-0.68114054,0.47020712,-0.7249254,-0.011716693,1.1649095,1.1043115,-0.25005224,0.74974316,-1.3278702,0.48800763,-0.32236996,0.47792885,-1.5179765,0.43396598,1.3906813,-3.3099103,0.8985615,-0.72446597,-1.855516,-0.414173,-3.5330281,-0.22294372,10
-0.05687041,-0.86138475,-1.1309762,-0.5288533,0.42817912,-1.1620753,-0.12952404,-0.7646015,-0.43472183,-0.13346204,-0.8240072,0.07565743,0.9244273,1.0121653,-0.06734958,1.3748596,-1.2286009,0.035087276,0.4150386,0.06405962,-1.4227657,0.10820669,0.8782452,-3.2155256,-0.21799676,-0.8285208,0.20534205,-0.22854519,-0.24308194,0.20272967,10
-0.35895672,-0.8371141,-1.3752774,-0.53404415,0.8750131,-0.1627877,0.97871166,0.53687555,-0.3185412,-0.3601465,-0.2169088,-0.5921184,0.88928294,2.2268958,-0.9368652,0.5901388,-0.5840059,-0.4155852,1.472083,-0.6319753,-1.6299633,-0.010964467,1.1986063,-1.3817787,0.24431114,-0.40522948,0.040616624,-0.35415125,-0.11432416,-0.18989587,10
-0.6013486,-0.8707071,-1.6192703,-0.14301337,0.66866493,-0.12746531,1.466006,1.1059798,0.19905119,0.12572962,0.7078392,-0.56678486,0.08391245,0.97428155,-0.28969148,0.498248,-0.62342113,-0.10448954,-0.465342,-0.6945073,0.23864831,0.14987056,-0.7768622,2.5379398,-0.17819001,1.253356,0.31579697,-1.5426979,-0.0053362264,0.54667604,10
-0.4538506,-0.840314,-1.3663347,-0.3482143,0.8878222,-0.12856618,1.2923373,0.8966391,-0.7164434,-0.2988668,0.38312548,-0.5977793,0.5068665,1.8909028,-0.49562174,1.2477388,-1.2812743,-0.070590615,0.6886978,0.62721014,-1.6069103,-0.35201302,0.9710125,-0.3390868,0.07190842,-0.6378373,-0.48762953,0.2567556,0.15072955,-0.9634725,10
0.023927648,-0.81993204,-0.87703854,-0.68252265,-0.101519845,-0.8686803,-0.15111572,-0.95220494,-0.6711499,0.44907826,-0.48310056,-0.057067752,0.8448016,1.1955627,-0.18626966,0.45330676,-1.2320213,0.4765195,-0.21158728,0.6679599,-1.1611387,0.7602199,1.1686082,-3.253577,-0.18691641,-0.8459301,2.3014603,0.6431536,2.7115238,0.24280131,10
0.22838941,-0.8482778,-0.7511979,-0.5175426,-0.047507163,-0.91415167,-0.03451332,-1.0884799,-0.72516817,0.42528698,-0.5282656,0.02150482,1.2638457,1.2590606,-0.11228853,0.6037743,-1.3444607,0.44662905,-0.1014915,0.7094635,-1.5330374,1.2040745,1.392742,-3.60515,-0.33938134,-0.92081726,2.3201723,0.4478632,2.9631958,0.44721562,10
0.07826424,-0.8702622,-0.9613281,-0.38455206,0.40357846,-1.1493901,-0.29041395,-0.79304695,-0.553676,-0.10338245,-0.8362357,-0.05469242,0.8062671,1.0074673,-0.02936645,1.3725923,-1.3200095,0.056010418,0.38724142,0.20705736,-1.1565106,0.32627264,0.9055795,-3.2230473,-0.13853623,-0.78852254,0.24301808,-0.14989857,-0.048051864,-0.116865024,10
-0.31563267,-0.8585742,-1.199895,-0.33149847,0.8336395,-0.007307238,0.71669805,0.5009317,-0.8219753,-0.48946616,-0.35599354,-0.60893804,0.7301563,2.0269024,-0.6583572,0.5544041,-0.34376386,-0.17812751,1.5745586,-0.09334104,-1.3296666,0.51903963,1.2601566,-1.4980649,0.24381027,-0.3634374,0.16554143,-0.72601724,-0.26723558,0.46201926,10
-0.972968,-0.95355177,-1.6304559,0.4180019,0.54884756,-0.084692866,1.9185219,1.4946805,-0.3675749,0.4162451,1.5226862,-0.51779073,-0.6578973,-0.10242186,0.44717667,0.27365997,-0.76299244,0.29829037,-1.2631003,-0.7622506,2.111189,0.3943244,-1.2811018,2.9497323,-0.30384567,1.8262037,0.6623738,-1.5653483,-0.026548102,0.9073384,10
-1.5629832,-1.0304033,-1.9468641,0.44338486,0.35154694,0.2671891,1.330004,0.76842844,-0.90196973,-0.4123574,-1.0730469,1.9544048,1.2651854,-1.2831081,-2.8248863,-3.1449006,2.7903714,-1.1517869,2.5474334,-2.6520119,0.33872882,0.91302675,0.65559727,-0.5863848,-1.2289864,-0.22695336,-1.0426685,0.3286657,0.1366191,0.016789244,10
-2.32661,-1.1169043,-2.5598288,0.9566137,-0.37010285,0.55909103,1.92235,-1.2047449,0.41656524,-1.7134386,-3.2946181,0.7785554,-2.127078,2.8727305,0.01486576,-2.7902317,1.4468949,-2.2767928,2.6758854,3.169271,-3.5524762,-1.461717,-0.058775462,5.5171046,1.5442165,-2.665354,-0.36779562,-2.4006093,0.6305688,-1.1649424,10
-2.7653668,-1.013707,-3.277439,0.4585123,-0.1502899,0.73751676,0.5527885,1.0980258,0.5236661,0.13851458,-3.597111,-3.3162658,-1.1225351,2.1564977,-1.2247404,-2.2895827,-1.2472199,-2.3783295,-0.27524716,3.9131005,2.6967268,-3.1524518,0.24714306,3.2681837,0.094230756,3.8738587,1.0600114,-0.44587657,-0.45352492,-1.6414793,10
-2.6890807,-1.0332443,-3.3349295,0.69077164,-0.06826305,0.5145033,1.4009988,1.0426867,2.0240147,-0.11933925,-3.063315,-3.6778688,-0.45248875,1.3642951,-2.2791028,-1.6402967,-1.4281536,-0.70768607,-1.6607294,1.539433,3.9926214,-2.148708,-1.0483525,1.9474607,-1.6484935,1.4089608,-0.35673788,0.63041055,-0.25036585,-0.91583556,10
-2.662945,-1.0634371,-3.159067,0.8314453,-0.20700938,0.89937407,1.1945235,-0.3286101,0.7023121,-0.9920019,-3.6626062,-2.5694501,-1.605208,2.20592,-2.28304,-1.2723415,-0.74383587,-0.7172448,-0.42075595,4.2321396,3.7966359,-1.9890032,-1.2254429,3.406247,-1.9672918,1.9814337,-0.7457255,1.048643,-0.23218316,-3.0729299,10
-2.595553,-0.97903085,-2.9273164,1.21402,-0.55829334,0.47434556,1.7370596,-0.18133336,1.7189395,-0.5878691,-3.6205351,-2.6549394,-2.020101,2.3057287,-2.7354655,-1.5470022,-0.696787,-1.3979992,0.5673139,5.5098286,2.8787196,-2.8867157,-0.46963185,3.874588,-2.0218747,1.3685251,-1.5809696,0.07908164,0.6886444,-1.0997822,10
-0.5183864,-0.6599581,-0.6239506,0.4862887,0.38911414,-0.15602711,0.67001504,0.36311242,-1.2227046,-0.3352338,0.014369401,-0.4880653,-0.07228053,0.8024025,0.021402981,0.30569348,-0.033531606,-0.013875361,0.47723114,0.3558955,0.22125556,0.14346196,-0.7176175,2.6852393,0.11017363,0.9193003,0.24944814,-0.6406593,-0.3623449,1.1415457,2
0.37185004,-0.6055262,0.16926724,0.3816939,-0.06777172,-1.2471981,-1.0069542,-1.3004961,-0.5171624,0.11826416,-0.3084533,0.17775047,-0.032170355,-0.30234295,0.5475749,0.9938409,0.12563227,-0.022933837,0.5987879,-0.4174781,0.3431108,0.06332881,0.26307365,0.3416729,0.16178721,-0.14965598,-0.26185027,0.6457063,-0.19894445,-0.03918605,2
